network_type,N,<k>,seq,RSU_Sampling,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UDS_0,UDS_CLAPS,UDS_RSU,time_CLAPS,time_RSU
BA,1000,9.0,8,50,84,66,78,60,144,130,136,0.031778812408447266,1.8078739643096924
BA,1000,9.0,8,100,84,66,78,60,144,130,136,0.031778812408447266,3.659083366394043
BA,1000,9.0,8,200,84,66,78,60,144,130,134,0.031778812408447266,7.194393873214722
BA,1000,9.0,9,20,84,66,75,57,141,130,138,0.02772378921508789,0.7261090278625488
BA,1000,9.0,9,50,84,66,75,57,141,130,138,0.02772378921508789,1.8062913417816162
BA,1000,9.0,9,100,84,66,75,57,141,130,136,0.02772378921508789,3.606154680252075
BA,1000,9.0,9,200,84,66,75,57,141,130,136,0.02772378921508789,7.207040309906006
ER,1000,10.0,0,20,9,10,9,10,19,17,19,0.00920248031616211,1.6840198040008545
ER,1000,10.0,0,50,9,10,9,10,19,17,18,0.00920248031616211,4.345337867736816
ER,1000,10.0,0,100,9,10,9,10,19,17,18,0.00920248031616211,8.39650583267212
ER,1000,10.0,0,200,9,10,9,10,19,17,18,0.00920248031616211,16.815475702285767
ER,1000,10.0,1,20,9,10,9,10,19,17,18,0.02149176597595215,1.9049913883209229
ER,1000,10.0,1,50,9,10,9,10,19,17,18,0.02149176597595215,4.114369630813599
ER,1000,10.0,1,100,9,10,9,10,19,17,19,0.02149176597595215,8.37340235710144
ER,1000,10.0,1,200,9,10,9,10,19,17,18,0.02149176597595215,16.982781887054443
ER,1000,10.0,2,20,9,10,9,10,19,17,19,0.003988981246948242,1.654926061630249
ER,1000,10.0,2,50,9,10,9,10,19,17,18,0.003988981246948242,4.0883097648620605
ER,1000,10.0,2,100,9,10,9,10,19,17,19,0.003988981246948242,8.2875657081604
ER,1000,10.0,2,200,9,10,9,10,19,17,18,0.003988981246948242,16.988868713378906
ER,1000,10.0,3,20,9,10,9,10,19,17,19,0.004002094268798828,1.6346282958984375
ER,1000,10.0,3,50,9,10,9,10,19,17,18,0.004002094268798828,4.321822166442871
ER,1000,10.0,3,100,9,10,9,10,19,17,18,0.004002094268798828,8.205111265182495
ER,1000,10.0,3,200,9,10,9,10,19,17,18,0.004002094268798828,17.127864360809326
ER,1000,10.0,4,20,9,10,9,10,19,17,18,0.004087686538696289,1.676184892654419
ER,1000,10.0,4,50,9,10,9,10,19,17,18,0.004087686538696289,4.127633810043335
ER,1000,10.0,4,100,9,10,9,10,19,17,18,0.004087686538696289,8.191874980926514
ER,1000,10.0,4,200,9,10,9,10,19,17,18,0.004087686538696289,16.78403091430664
ER,1000,10.0,5,20,9,10,9,10,19,17,19,0.004019975662231445,1.7323458194732666
ER,1000,10.0,5,50,9,10,9,10,19,17,19,0.004019975662231445,4.064452171325684
ER,1000,10.0,5,100,9,10,9,10,19,17,19,0.004019975662231445,8.231870889663696
ER,1000,10.0,5,200,9,10,9,10,19,17,18,0.004019975662231445,16.906694889068604
ER,1000,10.0,6,20,9,10,9,10,19,17,19,0.00402522087097168,1.7012057304382324
ER,1000,10.0,6,50,9,10,9,10,19,17,18,0.00402522087097168,4.101248502731323
ER,1000,10.0,6,100,9,10,9,10,19,17,18,0.00402522087097168,8.37706732749939
ER,1000,10.0,6,200,9,10,9,10,19,17,18,0.00402522087097168,17.454996824264526
ER,1000,10.0,7,20,9,10,9,10,19,17,19,0.003972768783569336,1.6336817741394043
ER,1000,10.0,7,50,9,10,9,10,19,17,19,0.003972768783569336,4.090168714523315
ER,1000,10.0,7,100,9,10,9,10,19,17,18,0.003972768783569336,8.287757158279419
ER,1000,10.0,7,200,9,10,9,10,19,17,18,0.003972768783569336,16.944639921188354
ER,1000,10.0,8,20,9,10,9,10,19,17,19,0.0039653778076171875,1.6376335620880127
ER,1000,10.0,8,50,9,10,9,10,19,17,18,0.0039653778076171875,4.077062129974365
ER,1000,10.0,8,100,9,10,9,10,19,17,18,0.0039653778076171875,8.35793662071228
ER,1000,10.0,8,200,9,10,9,10,19,17,18,0.0039653778076171875,16.894381999969482
ER,1000,10.0,9,20,9,10,9,10,19,17,19,0.004008293151855469,1.6377508640289307
ER,1000,10.0,9,50,9,10,9,10,19,17,19,0.004008293151855469,4.128040313720703
ER,1000,10.0,9,100,9,10,9,10,19,17,18,0.004008293151855469,8.20783519744873
ER,1000,10.0,9,200,9,10,9,10,19,17,18,0.004008293151855469,16.772149562835693
BA,1000,10.0,0,20,39,48,35,44,83,69,80,0.029540300369262695,0.8181343078613281
BA,1000,10.0,0,50,39,48,35,44,83,69,81,0.029540300369262695,2.0012686252593994
BA,1000,10.0,0,100,39,48,35,44,83,69,80,0.029540300369262695,4.007315635681152
BA,1000,10.0,0,200,39,48,35,44,83,69,78,0.029540300369262695,7.986111879348755
BA,1000,10.0,1,20,39,48,36,45,84,69,80,0.03544044494628906,0.8140788078308105
BA,1000,10.0,1,50,39,48,36,45,84,69,80,0.03544044494628906,1.954561471939087
BA,1000,10.0,1,100,39,48,36,45,84,69,80,0.03544044494628906,4.011506795883179
BA,1000,10.0,1,200,39,48,36,45,84,69,79,0.03544044494628906,8.431413173675537
BA,1000,10.0,2,20,39,48,35,44,83,69,80,0.02547740936279297,0.8373541831970215
BA,1000,10.0,2,50,39,48,35,44,83,69,80,0.02547740936279297,2.074491500854492
BA,1000,10.0,2,100,39,48,35,44,83,69,79,0.02547740936279297,4.057619094848633
BA,1000,10.0,2,200,39,48,35,44,83,69,79,0.02547740936279297,8.095478057861328
BA,1000,10.0,3,20,39,48,34,43,82,69,81,0.025254487991333008,0.8076236248016357
BA,1000,10.0,3,50,39,48,34,43,82,69,78,0.025254487991333008,2.0090174674987793
BA,1000,10.0,3,100,39,48,34,43,82,69,80,0.025254487991333008,4.042798280715942
BA,1000,10.0,3,200,39,48,34,43,82,69,79,0.025254487991333008,8.058903455734253
BA,1000,10.0,4,20,39,48,36,45,84,69,80,0.02758169174194336,0.8303968906402588
BA,1000,10.0,4,50,39,48,36,45,84,69,79,0.02758169174194336,2.017326593399048
BA,1000,10.0,4,100,39,48,36,45,84,69,80,0.02758169174194336,4.034650087356567
BA,1000,10.0,4,200,39,48,36,45,84,69,79,0.02758169174194336,7.960751056671143
BA,1000,10.0,5,20,39,48,36,45,84,69,80,0.02379751205444336,0.7968764305114746
BA,1000,10.0,5,50,39,48,36,45,84,69,79,0.02379751205444336,2.017711639404297
BA,1000,10.0,5,100,39,48,36,45,84,69,79,0.02379751205444336,4.076754808425903
BA,1000,10.0,5,200,39,48,36,45,84,69,79,0.02379751205444336,8.293190956115723
BA,1000,10.0,6,20,39,48,34,43,82,69,79,0.027301788330078125,0.8501908779144287
BA,1000,10.0,6,50,39,48,34,43,82,69,80,0.027301788330078125,2.0312659740448
BA,1000,10.0,6,100,39,48,34,43,82,69,79,0.027301788330078125,4.020760536193848
BA,1000,10.0,6,200,39,48,34,43,82,69,80,0.027301788330078125,8.08502721786499
BA,1000,10.0,7,20,39,48,36,45,84,69,80,0.025534868240356445,0.8027336597442627
BA,1000,10.0,7,50,39,48,36,45,84,69,80,0.025534868240356445,1.9983084201812744
BA,1000,10.0,7,100,39,48,36,45,84,69,78,0.025534868240356445,4.001667737960815
BA,1000,10.0,7,200,39,48,36,45,84,69,79,0.025534868240356445,8.005979776382446
BA,1000,10.0,8,20,39,48,36,45,84,69,80,0.024969100952148438,0.7977237701416016
BA,1000,10.0,8,50,39,48,36,45,84,69,81,0.024969100952148438,2.0001533031463623
BA,1000,10.0,8,100,39,48,36,45,84,69,80,0.024969100952148438,4.017217636108398
BA,1000,10.0,8,200,39,48,36,45,84,69,80,0.024969100952148438,8.069275140762329
BA,1000,10.0,9,20,39,48,37,46,85,69,81,0.03091907501220703,0.7792396545410156
BA,1000,10.0,9,50,39,48,37,46,85,69,79,0.03091907501220703,2.0276849269866943
BA,1000,10.0,9,100,39,48,37,46,85,69,79,0.03091907501220703,3.9874019622802734
BA,1000,10.0,9,200,39,48,37,46,85,69,79,0.03091907501220703,8.100849866867065
